model_name,outcome,term,Coef.,Std.Err.,t,P>|t|,[0.025,0.975]
RQ1_Mental_Health_Harm_Component,Mental_Health_Harm_Component,C(Most_Used_Platform)[T.Instagram],0.16941183440609323,0.06569783488863024,2.5786517119365815,0.010131860411603789,0.04041236399653064,0.2984113048156558
RQ1_Mental_Health_Harm_Component,Mental_Health_Harm_Component,C(Most_Used_Platform)[T.KakaoTalk],0.7074974127307486,0.14591458206694538,4.848709448423393,1.547637355541389e-06,0.42099019611429767,0.9940046293471996
RQ1_Mental_Health_Harm_Component,Mental_Health_Harm_Component,C(Most_Used_Platform)[T.LINE],0.681662175159701,0.22553948609176755,3.022362899604844,0.002604201182364303,0.2388093123278689,1.124515037991533
RQ1_Mental_Health_Harm_Component,Mental_Health_Harm_Component,C(Most_Used_Platform)[T.LinkedIn],0.04409378584186685,0.12255854364744033,0.35977733195581885,0.7191275376281487,-0.19655321951969282,0.28474079120342655
RQ1_Mental_Health_Harm_Component,Mental_Health_Harm_Component,C(Most_Used_Platform)[T.Snapchat],0.6058264212389517,0.14246289450462002,4.2525207938920895,2.4157185198353617e-05,0.3260966862292242,0.8855561562486791
RQ1_Mental_Health_Harm_Component,Mental_Health_Harm_Component,C(Most_Used_Platform)[T.TikTok],0.41292862008378983,0.06796336340298702,6.075753161822498,2.0742630094505947e-09,0.27948072334411744,0.5463765168234622
RQ1_Mental_Health_Harm_Component,Mental_Health_Harm_Component,C(Most_Used_Platform)[T.Twitter],0.057476744316965866,0.11095389004148781,0.5180236970103004,0.6046135143106061,-0.16038421075858403,0.27533769939251573
RQ1_Mental_Health_Harm_Component,Mental_Health_Harm_Component,C(Most_Used_Platform)[T.VKontakte],-1.1180119752603934,0.21159798412968175,-5.283660805460221,1.7168697380841018e-07,-1.5334903230435692,-0.7025336274772176
RQ1_Mental_Health_Harm_Component,Mental_Health_Harm_Component,C(Most_Used_Platform)[T.WeChat],-0.526593535861994,0.4687130865118974,-1.1234880164768504,0.2616344875880418,-1.4469243205303668,0.3937372488063787
RQ1_Mental_Health_Harm_Component,Mental_Health_Harm_Component,C(Most_Used_Platform)[T.WhatsApp],-0.07560670775147482,0.09515454219566376,-0.7945675109865671,0.4271477410780733,-0.26244521728703507,0.1112318017840854
