Addicted_Score_Point,Gender,Predicted_Harm_Index
5.0,Female,-0.648576269455591
5.0,Male,-0.6538224781217896
7.0,Female,0.3825551527427642
7.0,Male,0.39333415903303415
8.0,Female,0.8981208638419416
8.0,Male,0.9169124776104454
