model_name,term,Coef.,Std.Err.,t,P>|t|,[0.025,0.975]
RQ1_Harm_Index,Intercept,-1.5933976537163708,0.416314263549718,-3.8273914521453345,0.00014169010549342097,-2.410841936513502,-0.7759533709192397
RQ1_Harm_Index,C(Most_Used_Platform)[T.Instagram],0.14710402482359858,0.04804027718560333,3.0620977530013627,0.0022863168706754936,0.05277564511707171,0.24143240453012543
RQ1_Harm_Index,C(Most_Used_Platform)[T.KakaoTalk],0.35021140017472285,0.10669722951753839,3.2822914124228197,0.00108337648489122,0.14070851282292066,0.5597142875265251
RQ1_Harm_Index,C(Most_Used_Platform)[T.LINE],0.09554709881140916,0.16492140793550195,0.5793492791959189,0.5625491312735482,-0.2282805329354176,0.41937473055823593
RQ1_Harm_Index,C(Most_Used_Platform)[T.LinkedIn],0.23069748484000902,0.08961857598911284,2.5742150251085767,0.010261395571685357,0.05472899423370112,0.4066659754463169
RQ1_Harm_Index,C(Most_Used_Platform)[T.Snapchat],0.5672203234911551,0.10417324942697213,5.444971013300202,7.290186043181603e-08,0.3626733391087471,0.7717673078735632
RQ1_Harm_Index,C(Most_Used_Platform)[T.TikTok],0.40863103865391226,0.049696901303979316,8.222465142332576,1.041782427243846e-15,0.3110498328184806,0.506212244489344
RQ1_Harm_Index,C(Most_Used_Platform)[T.Twitter],0.03347961140361974,0.08113289641051,0.41265150000589373,0.679994567947439,-0.12582701852553443,0.19278624133277392
RQ1_Harm_Index,C(Most_Used_Platform)[T.VKontakte],-0.7383194341837933,0.15472695297701528,-4.7717570854863975,2.245185867986318e-06,-1.0421299787162817,-0.43450888965130496
RQ1_Harm_Index,C(Most_Used_Platform)[T.WeChat],-0.7258837047542375,0.3427374225455346,-2.1179003429594845,0.034552805589734455,-1.3988578761688877,-0.052909533339587256
RQ1_Harm_Index,C(Most_Used_Platform)[T.WhatsApp],-0.0780064191682815,0.0695799274100581,-1.1211052105381374,0.2626465481285348,-0.21462848292805178,0.0586156445914888
RQ1_Harm_Index,C(Most_Used_Platform)[T.YouTube],0.2792269336221761,0.11706094095818102,2.385312567425265,0.017342836409976272,0.04937461938915727,0.5090792478551949
RQ1_Harm_Index,C(Gender)[T.Male],0.08364832041345754,0.03734104578246363,2.240117239907112,0.025411859916538285,0.010328170082131008,0.1569684707447841
RQ1_Harm_Index,C(Academic_Level)[T.High School],0.5141300752567062,0.10477784817197801,4.9068585032671646,1.1643780951601198e-06,0.3083959449348884,0.7198642055785239
RQ1_Harm_Index,C(Academic_Level)[T.Undergraduate],-0.04056041782033143,0.059992276371388834,-0.6760939953209588,0.49921532288842596,-0.15835687022538003,0.07723603458471719
RQ1_Harm_Index,C(Country_Grouped)[T.Canada],-0.7050017017393706,0.09704942893694116,-7.264357033954858,1.0493945513976875e-12,-0.8955608724888848,-0.5144425309898564
RQ1_Harm_Index,C(Country_Grouped)[T.China],-0.08771959188190204,0.33767476703912214,-0.259775382836761,0.7951172038217066,-0.7507531026903033,0.5753139189264992
RQ1_Harm_Index,C(Country_Grouped)[T.Denmark],-0.9380538758565737,0.10264696441430407,-9.138642152829743,7.501176825251506e-19,-1.1396039584588546,-0.7365037932542928
RQ1_Harm_Index,C(Country_Grouped)[T.France],-0.9050268362430027,0.09856961257049973,-9.181600826478874,5.2670174175819925e-19,-1.098570928550233,-0.7114827439357724
RQ1_Harm_Index,C(Country_Grouped)[T.India],-0.5223135679234682,0.09348798800138838,-5.586959128008096,3.368084102828872e-08,-0.705879753358321,-0.33874738248861536
RQ1_Harm_Index,C(Country_Grouped)[T.Ireland],-0.6988686456548168,0.09783090532858278,-7.143638743887119,2.387009486659152e-12,-0.890962266372587,-0.5067750249370465
RQ1_Harm_Index,C(Country_Grouped)[T.Italy],-0.807791836132774,0.10547259611206428,-7.658784043530113,6.620341578719497e-14,-1.0148901227695022,-0.6006935494960459
RQ1_Harm_Index,C(Country_Grouped)[T.Japan],-1.3948653757410598,0.14826137720391738,-9.40815067313569,7.994480960473466e-20,-1.6859805878925587,-1.103750163589561
RQ1_Harm_Index,C(Country_Grouped)[T.Maldives],-0.5033045785813268,0.10835712091646144,-4.644868508174488,4.100355767904622e-06,-0.7160667074554934,-0.29054244970716026
RQ1_Harm_Index,C(Country_Grouped)[T.Mexico],-0.7681121658079091,0.10814745290398196,-7.102452671630395,3.1513734743097643e-12,-0.9804626058856711,-0.555761725730147
RQ1_Harm_Index,C(Country_Grouped)[T.Nepal],-0.7844557656374204,0.10723185253864384,-7.315510709420234,7.38279983308812e-13,-0.9950083997077905,-0.5739031315670502
RQ1_Harm_Index,C(Country_Grouped)[T.Other],-0.7086483874950347,0.07999289760361766,-8.858891335660108,7.273939356920884e-18,-0.865716599025684,-0.5515801759643854
RQ1_Harm_Index,C(Country_Grouped)[T.Pakistan],0.1417340830770077,0.1080096118611973,1.312235833780697,0.18989197191150645,-0.07034570239622953,0.3538138685502449
RQ1_Harm_Index,C(Country_Grouped)[T.Poland],-0.6277677376052411,0.11353151531052126,-5.529457929705481,4.6140535259946434e-08,-0.8506899294046997,-0.4048455458057825
RQ1_Harm_Index,C(Country_Grouped)[T.Russia],-0.19903718621186722,0.13664683106033795,-1.4565810613198933,0.14570262519183316,-0.46734692381296405,0.06927255138922961
RQ1_Harm_Index,C(Country_Grouped)[T.Spain],-0.43963066113581256,0.09805941138235888,-4.483309199374851,8.650830889762734e-06,-0.6321729596520592,-0.2470883626195659
RQ1_Harm_Index,C(Country_Grouped)[T.Sri Lanka],-0.8657121852923885,0.10841930124803258,-7.984853022727797,6.170076910759724e-15,-1.0785964069243479,-0.6528279636604292
RQ1_Harm_Index,C(Country_Grouped)[T.Switzerland],-0.9600670491121962,0.10050192618009651,-9.552722874104763,2.3579470823464535e-20,-1.1574052912985775,-0.7627288069258149
RQ1_Harm_Index,C(Country_Grouped)[T.Turkey],-0.6199110459135355,0.10077827834399597,-6.151236715887673,1.325139018558027e-09,-0.8177919130258371,-0.42203017880123395
RQ1_Harm_Index,C(Country_Grouped)[T.UK],-0.5336650524142901,0.10519658514246907,-5.073026388561384,5.081451233992551e-07,-0.7402213840693149,-0.3271087207592652
RQ1_Harm_Index,C(Country_Grouped)[T.USA],-0.6298722836252032,0.09655482584858736,-6.523467657773405,1.3585437874286468e-10,-0.8194602878732836,-0.4402842793771228
RQ1_Harm_Index,Avg_Daily_Usage_Hours,0.5777472382543781,0.016549230653845712,34.9108215565369,1.1349293429163338e-152,0.5452523775995218,0.6102420989092344
RQ1_Harm_Index,Age,-0.037676672845808654,0.018674756297184965,-2.017518849843735,0.04404141010037715,-0.07434506041821883,-0.001008285273398482
RQ1_Sleep_Harm_Component,Intercept,-2.9607305902810888,0.6605802635665715,-4.482014909582164,8.701926906494042e-06,-4.25779775098054,-1.6636634295816373
RQ1_Sleep_Harm_Component,C(Most_Used_Platform)[T.Instagram],0.1498670670918606,0.07622717197938891,1.9660583385198023,0.04970622175243171,0.00019295937082247638,0.2995411748128987
RQ1_Sleep_Harm_Component,C(Most_Used_Platform)[T.KakaoTalk],0.008825816683912246,0.16930019018697687,0.05213116815855271,0.9584397865293536,-0.32359967209178925,0.34125130545961374
RQ1_Sleep_Harm_Component,C(Most_Used_Platform)[T.LINE],0.14291154012303586,0.26168651103349333,0.5461173354279028,0.5851678958540933,-0.3709169809214058,0.6567400611674775
RQ1_Sleep_Harm_Component,C(Most_Used_Platform)[T.LinkedIn],1.426226570851487,0.14220089900974298,10.02965931146306,3.8138637200781616e-22,1.1470112710609128,1.705441870642061
RQ1_Sleep_Harm_Component,C(Most_Used_Platform)[T.Snapchat],0.8425230052988182,0.165295303543779,5.09707769813117,4.497920910487415e-07,0.5179612194426823,1.167084791154954
RQ1_Sleep_Harm_Component,C(Most_Used_Platform)[T.TikTok],0.40168117975697876,0.07885579485533045,5.093870152395352,4.571821613965933e-07,0.24684570013566812,0.5565166593782894
RQ1_Sleep_Harm_Component,C(Most_Used_Platform)[T.Twitter],0.1300689313062054,0.1287363772689319,1.0103510294878795,0.3126935126073887,-0.12270841696241896,0.38284627957482975
RQ1_Sleep_Harm_Component,C(Most_Used_Platform)[T.VKontakte],0.15400273829433836,0.24551061620352807,0.6272752709262488,0.5306934724158172,-0.3280639770527983,0.636069453641475
RQ1_Sleep_Harm_Component,C(Most_Used_Platform)[T.WeChat],-1.639278356578977,0.5438333411610776,-3.014302788201874,0.0026734299593396066,-2.7071097869414253,-0.5714469262165287
RQ1_Sleep_Harm_Component,C(Most_Used_Platform)[T.WhatsApp],-0.09071275180958571,0.11040488114813289,-0.8216371492477241,0.41157702767406573,-0.3074957131184768,0.12607020949930536
RQ1_Sleep_Harm_Component,C(Most_Used_Platform)[T.YouTube],1.0242436844252467,0.18574465014041303,5.514256715609162,5.012088589757525e-08,0.6595290550901864,1.388958313760307
RQ1_Sleep_Harm_Component,C(Gender)[T.Male],0.15760968324390565,0.059250330878671494,2.660064187095381,0.008000322189854267,0.04127006082108621,0.2739493056667251
RQ1_Sleep_Harm_Component,C(Academic_Level)[T.High School],0.5834304753130514,0.1662546413164573,3.5092582720895047,0.0004795739489140722,0.25698500387078954,0.9098759467553132
RQ1_Sleep_Harm_Component,C(Academic_Level)[T.Undergraduate],0.033109874278984264,0.09519182311810914,0.34782267209971623,0.7280830978807576,-0.15380183735311362,0.22002158591108215
