model_name,term,Coef.,Std.Err.,t,P>|t|,[0.025,0.975]
RQ4_Gender_Asymmetry,Intercept,-4.498156273060679,0.15910117979937596,-28.27229992092316,1.1415453541483586e-116,-4.810548169472361,-4.185764376648996
RQ4_Gender_Asymmetry,C(Gender)[T.Male],-0.045309246057369634,0.05318363261399859,-0.8519396632084075,0.3945492879876773,-0.14973421557236244,0.05911572345762316
RQ4_Gender_Asymmetry,C(Academic_Level)[T.High School],0.19909697966242787,0.040440690865834905,4.923184431318134,1.0711668293142804e-06,0.11969251435483422,0.2785014449700215
RQ4_Gender_Asymmetry,C(Academic_Level)[T.Undergraduate],0.08285530192862767,0.02248304931323661,3.6852341857315443,0.00024678822454216005,0.03871029671285298,0.12700030714440236
RQ4_Gender_Asymmetry,C(Country_Grouped)[T.Canada],-0.2283823129749194,0.03904810187761911,-5.848743011649933,7.714250531013058e-09,-0.3050524584270643,-0.1517121675227745
RQ4_Gender_Asymmetry,C(Country_Grouped)[T.China],-0.16301586871073948,0.046861406303086606,-3.4786806792864464,0.0005362109630657255,-0.25502727680965676,-0.07100446061182222
RQ4_Gender_Asymmetry,C(Country_Grouped)[T.Denmark],0.017735505149583886,0.04403817918434715,0.40273020996943854,0.687274032391294,-0.06873255452956654,0.10420356482873432
RQ4_Gender_Asymmetry,C(Country_Grouped)[T.France],-0.08908513944512358,0.042239001338463665,-2.109073051497572,0.03530543660826003,-0.17202055040371667,-0.00614972848653049
RQ4_Gender_Asymmetry,C(Country_Grouped)[T.India],-0.07064533958710112,0.03772473447520841,-1.8726530635630363,0.06154772604807194,-0.144717080344763,0.0034264011705607694
RQ4_Gender_Asymmetry,C(Country_Grouped)[T.Ireland],-0.18465308591609841,0.040452840379579455,-4.564650694078606,5.943713368852079e-06,-0.2640814065442115,-0.1052247652879853
RQ4_Gender_Asymmetry,C(Country_Grouped)[T.Italy],-0.09816957123400358,0.04370587606844797,-2.2461412529578353,0.025017087228883062,-0.183985160575158,-0.012353981892849128
RQ4_Gender_Asymmetry,C(Country_Grouped)[T.Japan],0.10838549606474424,0.049632496644531544,2.183760709057259,0.02932286753400991,0.010933109036672134,0.20583788309281634
RQ4_Gender_Asymmetry,C(Country_Grouped)[T.Maldives],-0.06292353658056277,0.043986955184587666,-1.43050448289747,0.1530343371323253,-0.14929101898903024,0.023443945827904725
RQ4_Gender_Asymmetry,C(Country_Grouped)[T.Mexico],-0.12004129184780393,0.04340857876269722,-2.7653817579247804,0.005840758904594788,-0.20527314403968852,-0.034809439655919344
RQ4_Gender_Asymmetry,C(Country_Grouped)[T.Nepal],-0.04960960696813599,0.044415213019386716,-1.116950783203088,0.2644121985791263,-0.13681796483293093,0.037598750896658956
RQ4_Gender_Asymmetry,C(Country_Grouped)[T.Other],-0.013003388281168704,0.03373991091845177,-0.385400788774975,0.7000617380965938,-0.079251009888169,0.053244233325831586
RQ4_Gender_Asymmetry,C(Country_Grouped)[T.Pakistan],0.05980325661167024,0.04369654468396078,1.36860378879389,0.17157779573362897,-0.025994010747838484,0.14560052397117895
RQ4_Gender_Asymmetry,C(Country_Grouped)[T.Poland],-0.0940847492313088,0.04660174867162941,-2.018910275111339,0.043890833484959764,-0.18558632490779547,-0.002583173554822127
RQ4_Gender_Asymmetry,C(Country_Grouped)[T.Russia],-0.005733260692279529,0.04403750189370148,-0.13019041602583584,0.8964545071582205,-0.09219999052516804,0.08073346914060898
RQ4_Gender_Asymmetry,C(Country_Grouped)[T.Spain],-0.21165673272132313,0.03999122186282784,-5.2925797928184775,1.6319054895031352e-07,-0.2901786748797817,-0.13313479056286454
RQ4_Gender_Asymmetry,C(Country_Grouped)[T.Sri Lanka],-0.056522315222412634,0.04508919855776637,-1.2535666419086744,0.2104329255202483,-0.14505402983889204,0.03200939939406677
RQ4_Gender_Asymmetry,C(Country_Grouped)[T.Switzerland],-0.013712966854874498,0.043944077563052,-0.312054948364744,0.7550949891989603,-0.09999625993475221,0.07257032622500321
RQ4_Gender_Asymmetry,C(Country_Grouped)[T.Turkey],-0.20996148979666668,0.040635829180286014,-5.166905512500948,3.1362591141202375e-07,-0.28974910517386276,-0.1301738744194706
RQ4_Gender_Asymmetry,C(Country_Grouped)[T.UK],-0.10320601836114313,0.04278026290300808,-2.412468071903463,0.016110166069201206,-0.18720418527676935,-0.019207851445516913
RQ4_Gender_Asymmetry,C(Country_Grouped)[T.USA],-0.20780926527598342,0.0401819467034124,-5.171707254749196,3.0597047549058603e-07,-0.2867056917388209,-0.12891283881314594
RQ4_Gender_Asymmetry,Addicted_Score,0.5155657110991777,0.009006607410496005,57.24305363841599,1.9804657497038432e-261,0.49788142256814194,0.5332499996302135
RQ4_Gender_Asymmetry,Addicted_Score:C(Gender)[T.Male],0.00801260747823418,0.007868114313323607,1.0183643957315023,0.30886913593698706,-0.007436273256795446,0.023461488213263805
RQ4_Gender_Asymmetry,Avg_Daily_Usage_Hours,0.12105215652047366,0.009111370557129588,13.28583397650874,5.9064140780747416e-36,0.10316216770429742,0.1389421453366499
RQ4_Gender_Asymmetry,Age,0.02935575754407691,0.0068848502596850665,4.263819318768994,2.2957157873456943e-05,0.015837495568612178,0.042874019519541645
