bootstrap_indirect_effect,analysis
0.08599474121036155,primary_academic_harm_binary
0.1260983487820025,primary_academic_harm_binary
0.08295840190596664,primary_academic_harm_binary
0.10665636607109207,primary_academic_harm_binary
0.11274696890266492,primary_academic_harm_binary
0.1112547315513371,primary_academic_harm_binary
0.1049652832753525,primary_academic_harm_binary
0.08504616641031384,primary_academic_harm_binary
0.11368554114149042,primary_academic_harm_binary
0.09255768944619303,primary_academic_harm_binary
0.10587301858777882,primary_academic_harm_binary
0.11038854447609871,primary_academic_harm_binary
0.11305279566986545,primary_academic_harm_binary
0.11336918029886857,primary_academic_harm_binary
0.12206590941755519,primary_academic_harm_binary
0.1032392944999976,primary_academic_harm_binary
0.12986715397710039,primary_academic_harm_binary
0.12368772350470714,primary_academic_harm_binary
0.07891651796962759,primary_academic_harm_binary
0.10115260980746131,primary_academic_harm_binary
0.12020188286475615,primary_academic_harm_binary
0.12583989944528226,primary_academic_harm_binary
0.12426962949447068,primary_academic_harm_binary
0.1289533636339145,primary_academic_harm_binary
0.1257908057877394,primary_academic_harm_binary
0.12214412032442822,primary_academic_harm_binary
0.10390249669778545,primary_academic_harm_binary
0.10927962286237021,primary_academic_harm_binary
0.11734476359907607,primary_academic_harm_binary
0.11303252055020228,primary_academic_harm_binary
0.10441730442708329,primary_academic_harm_binary
0.10977419229169573,primary_academic_harm_binary
0.11736278774926678,primary_academic_harm_binary
0.10514353549164118,primary_academic_harm_binary
0.10119025432271689,primary_academic_harm_binary
0.09769741698574917,primary_academic_harm_binary
0.10951023770403946,primary_academic_harm_binary
0.11096985815958667,primary_academic_harm_binary
0.09565408632581707,primary_academic_harm_binary
0.13264562026812557,primary_academic_harm_binary
0.0884259711532101,primary_academic_harm_binary
0.10068841283505749,primary_academic_harm_binary
0.11545615014982588,primary_academic_harm_binary
0.12358225076670294,primary_academic_harm_binary
0.09456505018810517,primary_academic_harm_binary
0.11521472516540804,primary_academic_harm_binary
0.0975178091890074,primary_academic_harm_binary
0.10694964824446603,primary_academic_harm_binary
0.08522292421705696,primary_academic_harm_binary
0.09988894722473676,primary_academic_harm_binary
0.10063235768391957,primary_academic_harm_binary
0.11121394862620822,primary_academic_harm_binary
0.09971075820415828,primary_academic_harm_binary
0.08173597258210849,primary_academic_harm_binary
0.09533231279481971,primary_academic_harm_binary
0.11156192774935476,primary_academic_harm_binary
0.10568793422289552,primary_academic_harm_binary
0.10187418745517941,primary_academic_harm_binary
